,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,bedrooms_per_room
10061,-120.89,39.3,17.0,2282.0,431.0,974.0,371.0,3.5417,INLAND,0.18886941279579317
19529,-120.98,37.65,40.0,422.0,63.0,158.0,63.0,7.3841,INLAND,0.14928909952606634
5913,-118.44,34.29,30.0,1632.0,401.0,1357.0,401.0,3.1588,<1H OCEAN,0.24571078431372548
19797,-123.22,40.54,27.0,1573.0,361.0,847.0,330.0,1.9034,INLAND,0.2294977749523204
13734,-117.19,34.05,33.0,3007.0,498.0,1252.0,488.0,3.8816,INLAND,0.16561356834053875
3707,-118.39,34.2,19.0,2012.0,732.0,3483.0,731.0,2.2234,<1H OCEAN,0.36381709741550694
5717,-118.24,34.2,41.0,2067.0,452.0,1282.0,455.0,5.5756,<1H OCEAN,0.21867440735365265
2373,-119.57,36.7,30.0,2370.0,412.0,1248.0,410.0,3.1442,INLAND,0.17383966244725738
5091,-118.28,33.97,31.0,2017.0,566.0,2063.0,521.0,1.9219,<1H OCEAN,0.28061477441745164
762,-122.08,37.65,35.0,1813.0,393.0,1093.0,374.0,3.6818,NEAR BAY,0.2167677881963596
10504,-117.7,33.47,21.0,1857.0,399.0,881.0,380.0,3.8403,<1H OCEAN,0.2148626817447496
12496,-121.45,38.57,52.0,2006.0,412.0,825.0,384.0,3.2963,INLAND,0.2053838484546361
2613,-124.08,40.99,18.0,3297.0,662.0,1554.0,578.0,2.6847,NEAR OCEAN,0.2007885956930543
9310,-122.53,37.98,32.0,2390.0,336.0,810.0,354.0,8.5759,NEAR BAY,0.14058577405857742
5105,-118.31,33.95,44.0,1558.0,333.0,1095.0,316.0,4.0043,<1H OCEAN,0.21373555840821565
15477,-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,<1H OCEAN,0.20361303393550564
2835,-118.99,35.4,48.0,1908.0,331.0,789.0,321.0,3.5714,INLAND,0.17348008385744235
536,-122.28,37.79,30.0,4145.0,869.0,3668.0,855.0,2.5444,NEAR BAY,0.20965018094089263
14627,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,NEAR OCEAN,0.2698971304818625
13686,-117.21,34.14,16.0,1613.0,245.0,811.0,267.0,5.2591,INLAND,0.15189088654680719
13417,-117.47,34.06,33.0,1379.0,273.0,884.0,229.0,2.7574,INLAND,0.19796954314720813
3329,-122.74,38.83,12.0,4515.0,909.0,1554.0,528.0,3.3531,<1H OCEAN,0.20132890365448505
10831,-117.94,33.65,15.0,2016.0,443.0,1015.0,419.0,5.2732,<1H OCEAN,0.2197420634920635
13224,-117.68,34.03,16.0,2859.0,668.0,1946.0,591.0,3.0396,INLAND,0.2336481287163344
12980,-121.31,38.68,16.0,5179.0,1271.0,2181.0,1151.0,2.1009,INLAND,0.24541417262019694
3107,-117.7,35.62,18.0,2657.0,496.0,1426.0,483.0,3.5931,INLAND,0.186676703048551
314,-122.19,37.76,41.0,921.0,207.0,522.0,159.0,1.2083,NEAR BAY,0.2247557003257329
838,-122.08,37.61,6.0,2605.0,474.0,1568.0,433.0,5.0406,NEAR BAY,0.181957773512476
1197,-121.65,39.32,40.0,812.0,154.0,374.0,142.0,2.7891,INLAND,0.1896551724137931
10782,-117.91,33.64,29.0,1652.0,310.0,832.0,326.0,4.8098,<1H OCEAN,0.18765133171912832
12532,-121.51,38.57,36.0,613.0,166.0,425.0,147.0,2.2031,INLAND,0.2707993474714519
14724,-117.01,32.8,17.0,1042.0,210.0,650.0,215.0,3.1,<1H OCEAN,0.20153550863723607
13702,-117.23,34.11,22.0,1162.0,221.0,995.0,244.0,2.5875,INLAND,0.1901893287435456
5877,-118.35,34.16,42.0,2267.0,478.0,1083.0,458.0,3.2015,<1H OCEAN,0.21085134539038378
17533,-121.89,37.34,43.0,1423.0,467.0,1013.0,428.0,1.6708,<1H OCEAN,0.32817990161630356
6497,-118.02,34.08,31.0,2402.0,632.0,2830.0,603.0,2.3333,INLAND,0.2631140716069942
3183,-119.77,36.3,24.0,2202.0,471.0,1052.0,439.0,2.1038,INLAND,0.21389645776566757
13813,-117.04,34.89,37.0,1884.0,366.0,1052.0,353.0,3.175,INLAND,0.1942675159235669
12357,-116.5,33.69,20.0,4810.0,1074.0,1304.0,740.0,2.25,INLAND,0.2232848232848233
5583,-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,2.8106,<1H OCEAN,0.2692307692307692
16404,-121.16,38.03,28.0,253.0,50.0,201.0,51.0,1.4732,INLAND,0.1976284584980237
18054,-121.97,37.25,21.0,2775.0,389.0,856.0,350.0,7.9135,<1H OCEAN,0.1401801801801802
14173,-117.05,32.75,36.0,2024.0,418.29233895427535,1030.0,390.0,3.8233,NEAR OCEAN,0.20666617537266568
5276,-118.55,33.99,39.0,2603.0,456.0,928.0,410.0,7.9096,NEAR OCEAN,0.17518248175182483
8125,-118.18,33.82,43.0,2210.0,469.0,1042.0,418.0,3.5,NEAR OCEAN,0.21221719457013574
1493,-122.01,37.94,23.0,3741.0,578.6125787053799,1339.0,499.0,6.7061,NEAR BAY,0.15466789059218922
20238,-119.28,34.27,43.0,403.0,77.0,156.0,85.0,4.6667,NEAR OCEAN,0.19106699751861042
15146,-116.94,32.89,24.0,2541.0,381.0,1078.0,372.0,5.2542,<1H OCEAN,0.14994096812278632
2625,-124.1,40.73,33.0,644.0,129.0,334.0,121.0,3.9659,NEAR OCEAN,0.20031055900621117
16122,-122.46,37.78,52.0,3429.0,773.0,1584.0,696.0,3.7887,NEAR BAY,0.22543015456401283
12561,-121.46,38.55,40.0,2077.0,435.0,1454.0,385.0,2.0074,INLAND,0.20943668753009148
3387,-118.33,34.24,31.0,6434.0,1188.0,3540.0,1131.0,4.2639,<1H OCEAN,0.1846440783338514
11467,-117.99,33.66,14.0,3155.0,653.0,951.0,575.0,3.0625,<1H OCEAN,0.20697305863708398
4647,-118.31,34.06,52.0,2124.0,756.0,1920.0,756.0,2.1435,<1H OCEAN,0.3559322033898305
17027,-122.29,37.51,35.0,3040.0,520.0,1374.0,518.0,6.1004,NEAR OCEAN,0.17105263157894737
14990,-117.02,32.72,36.0,2030.0,369.0,1142.0,357.0,3.7763,NEAR OCEAN,0.18177339901477832
4467,-118.19,34.06,44.0,1734.0,364.0,1133.0,351.0,2.5132,<1H OCEAN,0.209919261822376
302,-122.18,37.76,49.0,2308.0,452.0,1299.0,451.0,1.8407,NEAR BAY,0.19584055459272098
9570,-120.6,37.34,34.0,1830.0,431.0,1304.0,415.0,2.1182,INLAND,0.2355191256830601
12103,-117.33,33.98,52.0,1417.0,353.0,881.0,300.0,1.9531,INLAND,0.2491178546224418
11665,-118.03,33.85,23.0,5495.0,1141.0,2873.0,1004.0,3.9156,<1H OCEAN,0.20764331210191084
15247,-117.26,32.99,16.0,2127.0,512.0,1532.0,499.0,2.7348,NEAR OCEAN,0.24071462153267512
10528,-117.71,33.54,15.0,2460.0,368.0,962.0,320.0,7.3878,<1H OCEAN,0.14959349593495935
4459,-118.18,34.1,10.0,1907.0,398.0,921.0,369.0,4.875,<1H OCEAN,0.2087047718930257
13341,-117.66,34.02,11.0,3358.0,504.0,1690.0,482.0,6.7544,INLAND,0.15008933889219775
15512,-117.11,33.19,15.0,3154.0,488.0,1656.0,429.0,5.0461,<1H OCEAN,0.15472415979708307
10410,-117.59,33.65,2.0,4860.0,1193.0,2332.0,1073.0,4.5022,<1H OCEAN,0.24547325102880657
1384,-122.11,37.99,16.0,3913.0,710.0,1782.0,676.0,5.1297,NEAR BAY,0.18144646051622795
13110,-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,INLAND,0.153309265944645
16925,-122.31,37.58,44.0,1990.0,442.0,1141.0,424.0,3.9696,NEAR BAY,0.2221105527638191
1705,-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,NEAR BAY,0.1881762998152547
861,-121.98,37.58,20.0,4126.0,1031.0,2079.0,975.0,3.6832,<1H OCEAN,0.2498788172564227
19995,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,INLAND,0.2359081419624217
20463,-118.75,34.27,20.0,3495.0,449.0,1629.0,428.0,5.8096,<1H OCEAN,0.1284692417739628
179,-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,NEAR BAY,0.23294509151414308
10513,-117.7,33.51,2.0,5261.0,763.0,1460.0,599.0,6.8279,<1H OCEAN,0.14502946207945258
10516,-117.71,33.52,17.0,2486.0,417.0,876.0,361.0,6.1007,<1H OCEAN,0.167739340305712
2125,-119.71,36.79,34.0,1891.0,323.0,966.0,355.0,3.6681,INLAND,0.1708090957165521
18325,-122.15,37.46,39.0,906.0,109.0,353.0,112.0,10.3942,NEAR BAY,0.12030905077262694
201,-122.22,37.78,50.0,1920.0,530.0,1525.0,477.0,1.4886,NEAR BAY,0.2760416666666667
18219,-122.07,37.41,26.0,1184.0,225.0,815.0,218.0,5.7657,NEAR BAY,0.19003378378378377
8857,-118.39,34.07,45.0,3143.0,553.0,1153.0,564.0,5.7762,<1H OCEAN,0.1759465478841871
19390,-120.85,37.78,15.0,3553.0,659.0,1684.0,611.0,3.3169,INLAND,0.18547706163805236
19502,-121.02,37.66,36.0,3495.0,641.0,1688.0,684.0,3.1568,INLAND,0.18340486409155937
9788,-120.51,35.91,39.0,768.0,162.0,264.0,118.0,5.3245,INLAND,0.2109375
10010,-121.12,39.2,9.0,1431.0,254.0,681.0,221.0,3.045,INLAND,0.1774982529699511
6561,-118.13,34.21,36.0,1449.0,235.0,621.0,210.0,6.1824,INLAND,0.1621808143547274
9846,-121.91,36.59,31.0,2034.0,335.0,966.0,322.0,4.6964,NEAR OCEAN,0.16470009832841692
17193,-119.78,34.45,9.0,1830.0,353.0,1515.0,220.0,4.2109,NEAR OCEAN,0.19289617486338798
18223,-122.08,37.41,20.0,1896.0,456.0,1069.0,436.0,4.6875,NEAR BAY,0.24050632911392406
3481,-118.52,34.3,17.0,4542.0,621.0,2144.0,597.0,8.8467,<1H OCEAN,0.13672391017173052
14285,-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,NEAR OCEAN,0.3243847874720358
18712,-122.45,40.61,17.0,785.0,155.0,417.0,136.0,2.3289,INLAND,0.19745222929936307
1512,-122.03,37.91,29.0,5438.0,871.0,2310.0,890.0,5.0362,NEAR BAY,0.16016917984553145
15508,-117.08,33.14,11.0,1430.0,292.0,921.0,294.0,4.2357,<1H OCEAN,0.2041958041958042
321,-122.19,37.76,26.0,1293.0,297.0,984.0,303.0,1.9479,NEAR BAY,0.2296983758700696
10728,-117.88,33.6,31.0,5488.0,1055.0,1938.0,964.0,8.8742,<1H OCEAN,0.19223760932944606
10798,-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,<1H OCEAN,0.2201058201058201
2829,-119.08,35.39,10.0,6435.0,1040.0,3242.0,1030.0,5.575,INLAND,0.16161616161616163
8208,-118.17,33.79,32.0,2171.0,672.0,3002.0,648.0,2.375,NEAR OCEAN,0.3095347766006449
4021,-118.51,34.17,31.0,3252.0,834.0,1411.0,760.0,3.1885,<1H OCEAN,0.2564575645756458
12620,-121.53,38.5,17.0,3087.0,477.0,1365.0,495.0,6.4667,INLAND,0.15451895043731778
11632,-118.03,33.82,20.0,2662.0,464.0,1275.0,472.0,6.0162,<1H OCEAN,0.17430503380916604
10996,-117.83,33.74,23.0,6114.0,1623.0,4088.0,1521.0,3.0382,<1H OCEAN,0.26545632973503436
15112,-116.98,32.86,19.0,2121.0,341.0,1236.0,353.0,4.7717,<1H OCEAN,0.16077322017916076
18790,-122.32,40.42,17.0,3019.0,578.0,1538.0,545.0,2.793,INLAND,0.19145412388208016
12032,-117.47,33.93,33.0,919.0,208.0,724.0,235.0,3.4028,INLAND,0.22633297062023938
17735,-121.81,37.3,15.0,1929.0,345.0,1683.0,347.0,5.5248,<1H OCEAN,0.17884914463452567
2224,-119.82,36.81,25.0,3305.0,551.0,1149.0,500.0,5.0698,INLAND,0.16671709531013615
1001,-121.77,37.68,36.0,1687.0,372.0,950.0,372.0,3.5532,INLAND,0.22050978067575577
9672,-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,INLAND,0.2053954629061925
19565,-120.95,37.61,17.0,4054.0,654.0,2034.0,667.0,4.6833,INLAND,0.16132215096201283
3748,-118.38,34.19,42.0,1308.0,289.0,950.0,302.0,2.7379,<1H OCEAN,0.2209480122324159
19684,-121.62,39.14,41.0,2183.0,559.0,1202.0,506.0,1.6902,INLAND,0.2560696289509849
9626,-120.25,37.23,34.0,1656.0,328.0,1110.0,332.0,2.1845,INLAND,0.19806763285024154
7529,-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,<1H OCEAN,0.2688330871491876
7910,-118.09,33.88,27.0,3119.0,635.0,1887.0,567.0,3.8654,<1H OCEAN,0.20359089451747356
9295,-122.49,38.0,26.0,48.0,8.0,19.0,8.0,7.7197,NEAR BAY,0.16666666666666666
15817,-122.42,37.76,52.0,2038.0,629.0,2007.0,596.0,2.5701,NEAR BAY,0.3086359175662414
18995,-121.94,38.41,15.0,1263.0,211.0,665.0,208.0,4.5,INLAND,0.16706254948535235
16458,-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,INLAND,0.1595744680851064
20198,-119.19,34.26,16.0,5018.0,853.0,2524.0,830.0,5.1752,NEAR OCEAN,0.16998804304503787
20036,-118.93,36.1,19.0,2988.0,681.0,1654.0,576.0,2.3792,INLAND,0.22791164658634538
25,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,NEAR BAY,0.22990654205607478
10184,-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,<1H OCEAN,0.17859187178019462
5448,-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,3.6611,<1H OCEAN,0.24498997995991983
3045,-119.27,35.51,28.0,1089.0,179.0,544.0,190.0,3.2279,INLAND,0.16437098255280075
768,-122.09,37.65,35.0,1130.0,192.0,543.0,184.0,4.3897,NEAR BAY,0.16991150442477876
17562,-121.89,37.32,41.0,977.0,265.0,865.0,253.0,3.2317,<1H OCEAN,0.2712384851586489
414,-122.28,37.89,52.0,2616.0,473.0,1085.0,487.0,4.125,NEAR BAY,0.18081039755351683
4085,-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612,<1H OCEAN,0.19738276990185388
18817,-120.48,39.66,32.0,1516.0,289.0,304.0,131.0,1.8839,INLAND,0.19063324538258575
819,-122.07,37.63,35.0,1931.0,376.0,1175.0,337.0,3.7292,NEAR BAY,0.19471776281719316
15269,-117.3,33.07,14.0,2670.0,426.0,1034.0,407.0,6.4247,NEAR OCEAN,0.15955056179775282
5145,-118.26,33.96,40.0,1475.0,347.0,1222.0,298.0,1.5303,<1H OCEAN,0.2352542372881356
13800,-117.36,34.54,7.0,3940.0,764.0,2140.0,711.0,3.0357,INLAND,0.19390862944162437
17584,-121.93,37.31,29.0,1377.0,430.0,969.0,399.0,2.6573,<1H OCEAN,0.31227305737109656
4511,-118.19,34.04,40.0,1095.0,305.0,1322.0,281.0,1.9688,<1H OCEAN,0.2785388127853881
1767,-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,NEAR BAY,0.2058165548098434
12920,-121.31,38.66,26.0,1604.0,245.0,751.0,267.0,4.7381,INLAND,0.1527431421446384
16667,-120.68,35.26,26.0,1704.0,315.0,918.0,310.0,3.2464,NEAR OCEAN,0.18485915492957747
6900,-118.14,34.03,38.0,1447.0,293.0,1042.0,284.0,4.1375,<1H OCEAN,0.20248790601243952
19762,-122.19,40.07,21.0,1548.0,290.0,744.0,265.0,1.9773,INLAND,0.18733850129198967
2019,-119.79,36.7,23.0,1731.0,363.0,1210.0,341.0,1.3922,INLAND,0.2097053726169844
2867,-118.93,35.37,34.0,2412.0,446.0,1558.0,421.0,2.6903,INLAND,0.18490878938640132
13500,-117.34,34.14,37.0,1834.0,393.0,1198.0,348.0,2.225,INLAND,0.21428571428571427
13016,-121.18,38.69,7.0,7104.0,970.0,2772.0,920.0,6.3528,INLAND,0.1365427927927928
10922,-117.9,33.73,30.0,746.0,172.0,1048.0,163.0,4.1,<1H OCEAN,0.23056300268096513
1904,-120.0,38.87,12.0,1437.0,268.0,395.0,144.0,4.225,INLAND,0.18649965205288796
3111,-117.68,35.62,30.0,2994.0,741.0,1481.0,581.0,2.1458,INLAND,0.24749498997995992
19368,-122.93,38.38,18.0,2562.0,500.0,1128.0,414.0,3.9336,<1H OCEAN,0.195160031225605
16335,-121.35,38.04,5.0,4303.0,613.0,2206.0,621.0,5.5842,INLAND,0.142458749709505
17645,-121.91,37.26,25.0,4258.0,719.0,2290.0,743.0,5.1461,<1H OCEAN,0.16885861906998592
17881,-122.0,37.4,35.0,1542.0,298.0,1164.0,318.0,5.9145,<1H OCEAN,0.1932555123216602
16663,-120.67,35.29,44.0,2236.0,411.0,1036.0,437.0,3.0833,NEAR OCEAN,0.1838103756708408
16937,-122.32,37.56,26.0,2339.0,704.0,1283.0,654.0,3.162,NEAR OCEAN,0.3009833262077811
18819,-120.73,39.63,17.0,1791.0,356.0,432.0,190.0,3.8826,INLAND,0.1987716359575656
716,-122.09,37.68,29.0,2333.0,538.0,1120.0,540.0,2.4042,NEAR BAY,0.23060437205315046
3444,-118.41,34.25,33.0,827.0,192.0,981.0,184.0,2.6429,<1H OCEAN,0.23216444981862153
14842,-117.08,32.69,31.0,2558.0,487.0,1938.0,492.0,3.4875,NEAR OCEAN,0.19038311180609852
6428,-117.99,34.12,35.0,1040.0,231.0,1040.0,242.0,2.5395,INLAND,0.2221153846153846
4654,-118.33,34.05,48.0,2405.0,527.0,1868.0,502.0,3.375,<1H OCEAN,0.21912681912681914
4559,-118.26,34.05,52.0,58.0,52.0,41.0,27.0,4.0972,<1H OCEAN,0.896551724137931
11651,-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737,<1H OCEAN,0.13585434173669467
9888,-122.3,38.3,21.0,1108.0,269.0,524.0,274.0,2.7619,NEAR BAY,0.2427797833935018
18248,-122.07,37.39,37.0,1169.0,239.0,589.0,249.0,5.0131,NEAR BAY,0.20444824636441403
6943,-118.08,33.98,39.0,1042.0,221.0,863.0,228.0,3.6033,<1H OCEAN,0.21209213051823417
6986,-118.03,33.97,39.0,1996.0,389.0,1029.0,387.0,4.65,<1H OCEAN,0.19488977955911824
13884,-116.72,34.89,14.0,4527.0,875.0,1640.0,590.0,2.8594,INLAND,0.19328473602827478
5831,-118.32,34.2,36.0,2110.0,346.0,984.0,342.0,6.9909,<1H OCEAN,0.16398104265402844
1573,-121.99,37.82,22.0,1248.0,271.0,579.0,269.0,3.375,<1H OCEAN,0.2171474358974359
7635,-118.29,33.83,24.0,4092.0,893.0,2819.0,893.0,4.1378,<1H OCEAN,0.21823069403714565
15529,-117.11,33.15,14.0,8374.0,1407.0,2916.0,1295.0,4.7019,<1H OCEAN,0.1680200620969668
18498,-121.51,37.02,19.0,2372.0,394.0,1142.0,365.0,4.0238,INLAND,0.16610455311973019
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,NEAR BAY,0.19362745098039216
527,-122.25,37.77,52.0,1038.0,220.0,482.0,215.0,3.1771,NEAR BAY,0.2119460500963391
19788,-122.95,40.71,26.0,2231.0,421.0,987.0,364.0,2.4792,INLAND,0.18870461676378306
7488,-118.22,33.92,43.0,1195.0,256.0,1251.0,262.0,3.4539,<1H OCEAN,0.21422594142259413
18863,-122.21,38.11,35.0,2122.0,400.0,1189.0,408.0,3.0962,NEAR BAY,0.1885014137606032
16969,-122.31,37.54,42.0,1159.0,261.0,465.0,247.0,3.1842,NEAR OCEAN,0.22519413287316653
13285,-117.68,34.07,32.0,1775.0,314.0,1067.0,302.0,4.0375,INLAND,0.17690140845070423
14098,-117.11,32.75,18.0,1943.0,587.0,1329.0,522.0,1.7696,NEAR OCEAN,0.30211013896037053
11083,-117.84,33.82,24.0,10281.0,1689.0,4926.0,1629.0,4.7946,<1H OCEAN,0.164283629997082
976,-121.89,37.66,3.0,1565.0,464.0,769.0,461.0,2.1187,INLAND,0.29648562300319486
19973,-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,INLAND,0.20335195530726258
16609,-120.47,35.74,9.0,4267.0,785.0,2065.0,691.0,3.7303,<1H OCEAN,0.18397000234356692
4386,-118.26,34.08,41.0,1396.0,360.0,1069.0,363.0,2.4375,<1H OCEAN,0.25787965616045844
15012,-117.04,32.76,43.0,3171.0,665.0,1534.0,625.0,3.141,NEAR OCEAN,0.2097130242825607
10386,-117.64,33.61,14.0,5232.0,810.0,3041.0,839.0,5.826,<1H OCEAN,0.15481651376146788
18246,-122.08,37.39,4.0,2292.0,599.8252336386095,1050.0,584.0,4.8036,NEAR BAY,0.26170385411806696
10551,-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,<1H OCEAN,0.12082670906200318
15541,-117.12,33.07,45.0,1032.0,235.0,363.0,177.0,3.6389,<1H OCEAN,0.22771317829457363
4516,-118.2,34.03,52.0,1754.0,452.0,1849.0,445.0,2.3716,<1H OCEAN,0.2576966932725199
7962,-118.19,33.87,35.0,1769.0,436.0,1166.0,386.0,2.875,<1H OCEAN,0.24646693046919163
11913,-117.43,33.96,28.0,3747.0,651.0,2399.0,646.0,3.8682,INLAND,0.17373899119295436
19853,-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,INLAND,0.17309417040358743
10799,-117.93,33.62,34.0,2125.0,498.0,1052.0,468.0,5.6315,<1H OCEAN,0.2343529411764706
11930,-117.39,33.93,26.0,3014.0,494.0,1832.0,485.0,4.8333,INLAND,0.1639017916390179
1015,-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,INLAND,0.15084283589489342
10409,-117.59,33.66,4.0,1318.0,218.0,673.0,225.0,6.0722,<1H OCEAN,0.165402124430956
7112,-118.01,33.89,36.0,1589.0,265.0,804.0,272.0,4.6354,<1H OCEAN,0.16677155443675268
5250,-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,<1H OCEAN,0.12614232209737827
19786,-122.86,40.56,12.0,1350.0,300.0,423.0,172.0,1.7393,INLAND,0.2222222222222222
3327,-122.83,38.89,11.0,640.0,134.0,268.0,90.0,3.4514,<1H OCEAN,0.209375
17243,-119.68,34.42,38.0,1452.0,354.0,1139.0,340.0,2.707,<1H OCEAN,0.24380165289256198
8736,-118.32,33.83,19.0,3792.0,790.0,2105.0,834.0,5.2363,<1H OCEAN,0.20833333333333334
863,-122.0,37.58,6.0,4405.0,717.0,2071.0,688.0,5.8151,<1H OCEAN,0.16276958002270148
14715,-117.05,32.8,25.0,1905.0,250.0,865.0,253.0,6.4797,<1H OCEAN,0.13123359580052493
18476,-121.66,37.11,19.0,3785.0,611.0,2198.0,610.0,5.1514,<1H OCEAN,0.16142668428005283
8739,-118.31,33.81,23.0,3942.0,748.0,1679.0,711.0,4.1169,<1H OCEAN,0.18975139523084728
18112,-122.03,37.3,22.0,3583.0,758.0,1792.0,695.0,5.4842,<1H OCEAN,0.21155456321518282
8256,-118.17,33.77,39.0,2953.0,878.0,1379.0,785.0,2.1378,NEAR OCEAN,0.2973247544869624
18067,-122.03,37.29,22.0,3118.0,438.0,1147.0,425.0,10.3653,<1H OCEAN,0.1404746632456703
203,-122.23,37.78,52.0,986.0,258.0,1008.0,255.0,1.4844,NEAR BAY,0.2616632860040568
171,-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,NEAR BAY,0.29200896191187453
9172,-118.59,34.47,5.0,538.0,98.0,8733.0,105.0,4.2391,INLAND,0.1821561338289963
3896,-118.5,34.21,35.0,1668.0,332.0,807.0,311.0,4.5125,<1H OCEAN,0.19904076738609114
20125,-118.8,34.41,45.0,1610.0,364.85239214898724,1148.0,347.0,2.7,<1H OCEAN,0.2266163926391225
7192,-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,<1H OCEAN,0.2968568102444703
20566,-121.84,38.65,29.0,3167.0,548.0,1554.0,534.0,4.3487,INLAND,0.17303441742974424
18429,-121.86,37.26,16.0,2814.0,485.0,1305.0,465.0,5.5121,<1H OCEAN,0.17235252309879176
19356,-123.03,38.79,16.0,4047.0,769.0,1998.0,673.0,3.375,<1H OCEAN,0.19001729676303436
12289,-116.98,33.93,40.0,2277.0,498.0,1391.0,453.0,1.9472,INLAND,0.21870882740447958
10461,-117.65,33.46,19.0,7034.0,1139.0,2824.0,1068.0,6.0873,<1H OCEAN,0.16192777935740688
7823,-118.13,33.9,38.0,1475.0,269.0,827.0,265.0,4.7663,<1H OCEAN,0.18237288135593221
915,-121.97,37.52,26.0,3761.0,623.0,1776.0,613.0,4.5317,<1H OCEAN,0.16564743419303377
19351,-122.94,38.64,26.0,4050.0,712.0,2072.0,636.0,4.0781,<1H OCEAN,0.17580246913580247
10709,-117.71,33.6,25.0,1949.0,459.0,602.0,428.0,2.7601,<1H OCEAN,0.23550538737814264
7516,-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,<1H OCEAN,0.18717948717948718
13336,-117.67,34.04,13.0,1543.0,372.0849726848184,776.0,358.0,3.0598,INLAND,0.2411438578644319
7824,-118.13,33.91,36.0,1967.0,316.0,910.0,306.0,4.4948,<1H OCEAN,0.16065073716319267
11115,-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,<1H OCEAN,0.2199046483909416
10897,-117.84,33.73,20.0,2572.0,732.0,1534.0,669.0,2.4211,<1H OCEAN,0.2846034214618974
8147,-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,<1H OCEAN,0.1715
6176,-117.93,34.08,36.0,1788.0,317.0,1139.0,320.0,4.125,<1H OCEAN,0.1772930648769575
14935,-117.0,32.64,11.0,3098.0,490.0,1391.0,484.0,4.9792,NEAR OCEAN,0.15816655907036797
20373,-118.85,34.17,42.0,564.0,96.0,220.0,81.0,4.5625,<1H OCEAN,0.1702127659574468
3960,-118.6,34.21,19.0,2581.0,857.0,2004.0,784.0,2.6159,<1H OCEAN,0.33204184424641614
14534,-117.14,32.93,14.0,1946.0,463.0,1205.0,390.0,4.2109,<1H OCEAN,0.23792394655704008
12149,-117.2,33.7,23.0,6323.0,1196.0,1984.0,1124.0,2.3276,<1H OCEAN,0.18915071959512889
15953,-122.44,37.72,52.0,1380.0,272.0,847.0,284.0,3.7143,NEAR BAY,0.19710144927536233
14745,-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,NEAR OCEAN,0.17239915074309978
1881,-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,INLAND,0.19053708439897699
4941,-118.27,33.99,38.0,1407.0,447.0,1783.0,402.0,1.8086,<1H OCEAN,0.31769722814498935
10657,-117.83,33.66,15.0,2355.0,438.0,747.0,450.0,6.5356,<1H OCEAN,0.1859872611464968
3712,-118.4,34.19,37.0,934.0,231.0,587.0,230.0,3.625,<1H OCEAN,0.24732334047109208
6033,-117.73,34.08,28.0,5173.0,1069.0,3502.0,954.0,3.8438,INLAND,0.20664991300985888
2702,-115.57,32.85,17.0,1039.0,256.0,728.0,246.0,1.7411,INLAND,0.24639076034648702
5155,-118.26,33.96,37.0,1625.0,383.0,1243.0,350.0,1.3971,<1H OCEAN,0.2356923076923077
12939,-121.27,38.66,15.0,2642.0,520.0,1032.0,475.0,4.1382,INLAND,0.1968205904617714
18780,-122.27,40.39,26.0,1833.0,422.0,939.0,408.0,1.3571,INLAND,0.23022367703218766
1204,-121.8,39.33,30.0,1019.0,192.0,501.0,185.0,2.5259,INLAND,0.18842001962708538
17118,-122.14,37.5,46.0,30.0,4.0,13.0,5.0,15.0001,NEAR BAY,0.13333333333333333
